,CoinA,CoinB
0,0.32939871103999785,174.45261859208756
1,0.33151029910179997,174.20292449974224
2,0.3376596850313628,175.03039439253638
3,0.3382488999399235,177.27586756851397
4,0.3601950000046729,176.50267250228978
5,0.3601473216,174.51585779759998
6,0.3384858280278648,173.35870940248452
7,0.333305,169.15446799999998
8,0.31467852,165.97188
9,0.3167398039036353,166.96969951601085
10,0.3208115735959597,168.12657630508258
11,0.3017008814374548,162.51678896658896
12,0.2977003774801376,163.76007123134855
13,0.27356695472583,158.31004169408257
14,0.28412359960858397,160.2016587393021
15,0.26251431959468097,158.4178134308284
16,0.2475627530413752,153.84931292790608
17,0.2495856207739352,152.5442729053034
18,0.25727029998038603,156.73238788805088
19,0.2684438891535852,164.07688017956002
20,0.27300880000000005,166.36488184
21,0.2755791813937272,167.37270906009866
22,0.2649510000896253,160.17766205418357
23,0.25498627609907026,161.33114434757528
24,0.25769699999999995,161.934
25,0.262267124020286,166.52342416809103
26,0.26398392390399994,164.419033515712
27,0.24576,159.75744
28,0.25256582505189,160.7204632208377
29,0.2547520125071553,162.5466875045655
30,0.2611633400003166,162.7496353801973
31,0.25214904,160.22119608
32,0.2563743948529506,161.6798958813851
33,0.2659240480166991,166.14802698820284
34,0.2733705179278128,169.4412984086944
35,0.26864520000000003,167.04878440000002
36,0.27029099999999995,170.7999146
37,0.267671744054,169.23048281100003
38,0.2633687863828656,164.6777547969376
39,0.26286345569700004,161.899888486687
40,0.266909999978517,162.6059999869122
41,0.26699470000000003,160.53117500000005
42,0.2701875,160.86357875
43,0.27204056545169,162.8615909547111
44,0.272474905304448,160.6888861712133
45,0.25539506560383995,157.1402740743107
46,0.239983679761664,155.57131501349681
47,0.2466576064293005,154.68512173804172
48,0.23873472,151.84957788
49,0.23933070000000004,154.15746822
50,0.233145,151.842393
51,0.2234242708,148.020351390596
52,0.2221469571,149.22170305919695
53,0.2218446038393592,148.0828407340507
54,0.22405873589224265,147.102841544974
55,0.22250544358787,146.17264938460028
56,0.22440835017549202,146.36684488471158
57,0.2136192200002813,142.5390003001877
58,0.2004197654922183,138.37750150719842
59,0.19975329,141.31450473
60,0.20013307757234094,141.16664278600066
61,0.2259816193090512,156.19532099767338
62,0.24591799999999997,153.739996
63,0.23925534214400002,152.328092148
64,0.23675309971050001,152.03163677409682
65,0.2421847524140136,154.33333582827592
66,0.24455075027705506,155.6071856851181
67,0.237270094,153.15673999999999
68,0.2463247310074572,156.1333560219705
69,0.2528781031462591,159.59569790195903
70,0.2625706335856725,161.40145835228824
71,0.26773483583561003,156.04139479166017
72,0.2712338600968461,156.45110709586203
73,0.273025,156.4036275
74,0.28020194,161.75763500000002
75,0.259011634795,158.42233263972602
76,0.276698133875218,161.65086752188
77,0.2677954029133636,158.40437278529276
78,0.2560570713079482,156.67409336766326
79,0.2590322392121352,159.59934322306054
80,0.26769840000000006,160.55727000000005
81,0.2660549500006286,158.9430725003755
82,0.2687403978023661,160.42704328373384
83,0.2790983996476697,169.4310213861124
84,0.2894106598622316,170.79193338869777
85,0.29431650390099995,170.823692266465
86,0.30455367220342583,168.40645003554704
87,0.30175630925229124,170.62425457721758
88,0.3020815140643344,173.12811902821568
89,0.3056399337806041,173.89380406825472
90,0.296476,170.2123189
91,0.30304295,173.54362340000003
92,0.3000404993028144,174.0094308660701
93,0.3029726701893369,172.47694474778615
94,0.30728859999932,172.94021649961732
95,0.29791447535390003,167.78737736158882
96,0.3016965000003409,169.1677500001912
97,0.3012436801021968,168.07554635701956
98,0.2972722982691136,168.763033319344
99,0.307134,171.958347
100,0.307134,171.958347
101,0.30190783750932254,183.69103508504912
102,0.3039274166235141,250.2389339968133
103,0.30254440762610846,218.82341483670578
104,0.30184975956176413,115.24600003901593
105,0.30261169982457187,5.138692689261252
106,0.30231927851754126,5.098053132580592
107,0.3030105048901199,157.80999039636848
108,0.3035254483147519,39.09264658993571
109,0.303227888628138,39.229747175756685
110,0.30334971860148324,5.202442626502656
